,Name,UniqeIdentifier,No.,name_url,HP,Att,Def,S.Att,S.Def,Spd,Ph.Sweep,Sp.Sweep,Wall,Ph.Tank,Sp.Tank,PrimaryType,SecondaryType,Ability,Ability Gen,Ability Category,Activation Requirement,Gen,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary,final_stage,regional_form
825,Snom,872snomShield Dust8,872,snom,30,25,35,45,30,20,45,65,95,60,75,ice,bug,Shield Dust,3,Miscellaneous,No,8,50.0,50.0,1.0,4.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,0.3,3.8,190,50,2560,Medium Fast,0,0,0,0
826,Snorlax,143snorlaxImmunity1,143,snorlax,160,110,65,65,110,30,140,95,335,175,175,normal,,Immunity,3,Status Affected,Yes,1,88.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.1,460.0,25,50,5120,Slow,0,0,1,0
827,Snorunt,361snoruntInner Focus3,361,snorunt,50,50,50,50,50,50,100,100,150,100,100,ice,,Inner Focus,3,Miscellaneous,Yes,3,50.0,50.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.7,16.8,190,50,2560,Medium Fast,0,0,0,0
828,Snover,459snoverSnow Warning4,459,snover,60,62,50,62,60,40,102,102,170,112,122,grass,ice,Snow Warning,4,Weather,Yes,4,50.0,50.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50.5,120,50,2560,Slow,0,0,0,0
829,Snubbull,209snubbullIntimidate2,209,snubbull,60,80,50,40,40,30,110,70,150,130,80,fairy,,Intimidate,3,Stats Affected,No,2,25.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.6,7.8,190,50,2560,Fast,0,0,0,0
830,Sobble,816sobbleTorrent8,816,sobble,50,40,40,70,40,70,110,140,130,80,110,water,,Torrent,3,Conditional Power Boosts,Yes,8,88.0,12.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,4.0,45,50,2560,Medium Slow,0,0,0,0
831,Solgaleo,791solgaleoFull Metal Body7,791,solgaleo,137,137,107,113,89,97,234,210,333,244,202,psychic,steel,Full Metal Body,7,Stats Affected,Yes,7,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,3.4,230.0,3,0,15360,Slow,0,1,1,0
832,Solosis,577solosisOvercoat5,577,solosis,45,30,40,105,50,20,50,125,135,70,155,psychic,,Overcoat,5,Weather,No,5,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,1.0,200,50,2560,Medium Slow,0,0,0,0
833,Solrock,338solrockLevitate3,338,solrock,90,95,85,55,65,70,165,125,240,180,120,rock,psychic,Levitate,3,Type Advantage and Manipulation,No,3,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.2,154.0,45,50,3200,Fast,0,0,1,0
834,Spearow,21spearowKeen Eye1,21,spearow,40,60,30,31,31,70,130,101,101,90,62,normal,flying,Keen Eye,3,Damage Modification,Yes,1,50.2,49.8,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.3,2.0,255,50,1920,Medium Fast,0,0,0,0
835,Spectrier,897spectrierGrim Neigh8,897,spectrier,100,65,60,145,80,130,195,275,240,125,225,ghost,,Grim Neigh,8,Conditional Power Boosts,Yes,8,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,44.5,3,35,15360,Slow,0,1,1,0
836,Spewpa,665spewpaShed Skin6,665,spewpa,45,22,60,27,30,29,51,56,135,82,57,bug,,Shed Skin,3,Miscellaneous,No,6,50.0,50.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,8.4,120,50,1920,Medium Fast,0,0,0,0
837,Spheal,363sphealThick Fat3,363,spheal,70,40,50,55,50,25,65,80,170,90,105,ice,water,Thick Fat,3,Type Advantage and Manipulation,No,3,50.2,49.8,1.0,0.5,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8,39.5,255,50,2560,Medium Slow,0,0,0,0
838,Spidops,918spidopsInsomnia9,918,spidops,60,79,92,52,86,35,114,87,238,171,138,bug,,Insomnia,3,Damage Modification,Yes,9,50.0,50.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,16.5,120,50,1920,Erratic,0,0,1,0
839,Spinarak,167spinarakSwarm2,167,spinarak,40,60,40,40,40,30,90,70,120,100,80,bug,poison,Swarm,3,Conditional Power Boosts,Yes,2,50.0,50.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.5,8.5,255,50,1920,Fast,0,0,0,0
840,Spinda,327spindaOwn Tempo3,327,spinda,60,60,60,60,60,60,120,120,180,120,120,normal,,Own Tempo,3,Damage Modification,Yes,3,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.1,5.0,255,50,1920,Fast,0,0,1,0
841,Spiritomb,442spiritombPressure4,442,spiritomb,50,92,108,92,108,35,127,127,266,200,200,ghost,dark,Pressure,3,Stats Affected,No,4,50.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,108.0,100,50,3840,Medium Fast,0,0,1,0
842,Spoink,325spoinkThick Fat3,325,spoink,60,25,35,70,80,60,85,130,175,60,150,psychic,,Thick Fat,3,Type Advantage and Manipulation,No,3,50.0,50.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.7,30.6,255,50,2560,Fast,0,0,0,0
843,Sprigatito,906sprigatitoOvergrow9,906,sprigatito,40,61,54,45,45,65,126,110,139,115,90,grass,,Overgrow,3,Conditional Power Boosts,Yes,9,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,4.1,45,50,2560,Medium Slow,0,0,0,0
844,Spritzee,682spritzeeHealer6,682,spritzee,78,52,60,63,65,23,75,86,203,112,128,fairy,,Healer,5,Stats Affected,No,6,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.2,0.5,200,50,2560,Medium Fast,0,0,0,0
845,Squawkabilly,931squawkabillyIntimidate9,931,squawkabilly,82,96,51,45,51,92,188,137,184,147,96,normal,flying,Intimidate,3,Stats Affected,No,9,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.6,2.4,190,50,1920,Erratic,0,0,1,0
846,Squirtle,7squirtleTorrent1,7,squirtle,44,48,65,50,64,43,91,93,173,113,114,water,,Torrent,3,Conditional Power Boosts,Yes,1,88.0,12.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,9.0,45,50,2560,Medium Slow,0,0,0,0
847,Stakataka,805stakatakaBeast Boost7,805,stakataka,61,131,211,53,101,13,144,66,373,342,154,rock,steel,Beast Boost,7,Conditional Power Boosts,No,7,0.0,0.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,5.5,820.0,30,0,15360,Slow,0,1,1,0
848,Stantler,234stantlerIntimidate2,234,stantler,73,95,62,85,65,85,180,170,200,157,150,normal,,Intimidate,3,Stats Affected,No,2,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,71.2,45,50,2560,Slow,0,0,0,0
849,Staraptor,398staraptorIntimidate4,398,staraptor,85,120,70,50,60,100,220,150,215,190,110,normal,flying,Intimidate,3,Stats Affected,No,4,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.2,24.9,45,50,1920,Medium Slow,0,0,1,0
850,Staravia,397staraviaIntimidate4,397,staravia,55,75,50,40,40,80,155,120,145,125,80,normal,flying,Intimidate,3,Stats Affected,No,4,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.6,15.5,120,50,1920,Medium Slow,0,0,0,0
851,Starly,396starlyKeen Eye4,396,starly,40,55,30,30,30,60,115,90,100,85,60,normal,flying,Keen Eye,3,Damage Modification,Yes,4,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.3,2.0,255,50,1920,Medium Slow,0,0,0,0
852,Starmie,121starmieIlluminate1,121,starmie,60,75,85,100,85,115,190,215,230,160,185,water,psychic,Illuminate,3,Stats Affected,Yes,1,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1.1,80.0,60,50,2560,Slow,0,0,1,0
853,Staryu,120staryuIlluminate1,120,staryu,30,45,55,70,55,85,130,155,140,100,125,water,,Illuminate,3,Stats Affected,Yes,1,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,34.5,225,50,2560,Slow,0,0,0,0
854,Steelix,208steelixRock Head2,208,steelix,75,85,200,55,65,30,115,85,340,285,120,steel,ground,Rock Head,3,Damage Modification,No,2,50.2,49.8,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,9.2,400.0,25,50,3200,Medium Fast,1,0,1,0
855,Steenee,762steeneeLeaf Guard7,762,steenee,52,40,48,40,48,62,102,102,148,88,88,grass,,Leaf Guard,4,Stats Affected,Yes,7,0.0,100.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,8.2,120,50,2560,Medium Slow,0,0,0,0
856,Stonjourner,874stonjournerPower Spot8,874,stonjourner,100,125,135,20,20,70,195,90,255,260,40,rock,,Power Spot,8,Conditional Power Boosts,Yes,8,50.0,50.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,520.0,60,50,3200,Slow,0,0,1,0
857,Stoutland,508stoutlandIntimidate5,508,stoutland,85,110,90,45,90,80,190,125,265,200,135,normal,,Intimidate,3,Stats Affected,No,5,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,61.0,45,50,1920,Medium Slow,0,0,1,0
858,Stufful,759stuffulFluffy7,759,stufful,70,75,50,45,50,50,125,95,170,125,95,normal,fighting,Fluffy,7,Type Advantage and Manipulation,No,7,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,0.5,6.8,140,50,1920,Medium Fast,0,0,0,0
859,Stunfisk,618stunfiskStatic5,618,stunfisk,109,66,84,81,99,32,98,113,292,150,180,ground,electric,Static,3,Stats Affected,No,5,50.2,49.8,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.7,20.5,75,70,2560,Medium Fast,0,0,1,0
860,Stunky,434stunkyStench4,434,stunky,63,63,47,41,41,74,137,115,151,110,82,poison,dark,Stench,3,Stats Affected,Yes,4,50.0,50.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.4,19.2,225,50,2560,Medium Fast,0,0,0,0
861,Sudowoodo,185sudowoodoSturdy2,185,sudowoodo,70,100,115,30,65,30,130,60,250,215,95,rock,,Sturdy,3,Damage Modification,No,2,50.0,50.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.2,38.0,65,50,2560,Medium Fast,0,0,1,0
862,Suicune,245suicunePressure2,245,suicune,100,75,115,90,115,85,160,175,330,190,205,water,,Pressure,3,Stats Affected,No,2,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,187.0,3,35,10240,Slow,0,1,1,0
863,Sunflora,192sunfloraChlorophyll2,192,sunflora,75,75,55,105,85,30,105,135,215,130,190,grass,,Chlorophyll,3,Stats Affected,Yes,2,50.0,50.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,8.5,120,50,2560,Medium Slow,0,0,1,0
864,Sunkern,191sunkernChlorophyll2,191,sunkern,30,30,30,30,30,30,60,60,90,60,60,grass,,Chlorophyll,3,Stats Affected,Yes,2,50.0,50.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.8,235,50,2560,Medium Slow,0,0,0,0
865,Surskit,283surskitSwift Swim3,283,surskit,40,30,32,50,52,65,95,115,124,62,102,bug,water,Swift Swim,3,Stats Affected,Yes,3,50.0,50.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,1.7,200,50,1920,Medium Fast,0,0,0,0
866,Swablu,333swabluNatural Cure3,333,swablu,45,40,60,40,75,50,90,90,180,100,115,normal,flying,Natural Cure,3,Stats Affected,Yes,3,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.4,1.2,255,50,2560,Erratic,0,0,0,0
867,Swadloon,541swadloonLeaf Guard5,541,swadloon,55,63,90,50,80,42,105,92,225,153,130,bug,grass,Leaf Guard,4,Stats Affected,Yes,5,50.0,50.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,7.3,120,50,1920,Medium Slow,0,0,0,0
868,Swalot,317swalotLiquid Ooze3,317,swalot,100,73,83,73,83,55,128,128,266,156,156,poison,,Liquid Ooze,3,Damage Modification,Yes,3,50.0,50.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.7,80.0,75,50,2560,Fluctuating,0,0,1,0
869,Swampert,260swampertTorrent3,260,swampert,100,110,90,85,90,60,170,145,280,200,175,water,ground,Torrent,3,Conditional Power Boosts,Yes,3,88.0,12.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.5,81.9,45,50,2560,Medium Slow,1,0,1,0
870,Swanna,581swannaKeen Eye5,581,swanna,75,87,63,87,63,98,185,185,201,150,150,water,flying,Keen Eye,3,Damage Modification,Yes,5,50.0,50.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.3,24.2,45,50,2560,Medium Fast,0,0,1,0
871,Swellow,277swellowGuts3,277,swellow,60,85,60,75,50,125,210,200,170,145,125,normal,flying,Guts,3,Conditional Power Boosts,Yes,3,50.2,49.8,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.7,19.8,45,50,1920,Medium Slow,0,0,1,0
872,Swinub,220swinubOblivious2,220,swinub,50,50,40,30,30,50,100,80,120,90,60,ice,ground,Oblivious,3,Damage Modification,Yes,2,50.0,50.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.4,6.5,225,50,2560,Slow,0,0,0,0
873,Swirlix,684swirlixSweet Veil6,684,swirlix,62,48,66,59,57,49,97,108,185,114,116,fairy,,Sweet Veil,6,Damage Modification,Yes,6,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.4,3.5,200,50,2560,Medium Fast,0,0,0,0
874,Swoobat,528swoobatUnaware5,528,swoobat,67,57,55,77,55,114,171,191,177,112,132,psychic,flying,Unaware,4,Stats Affected,Yes,5,50.2,49.8,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.9,10.5,45,50,1920,Medium Fast,0,0,1,0
875,Sylveon,700sylveonCute Charm6,700,sylveon,95,65,65,110,130,60,125,170,290,130,240,fairy,,Cute Charm,3,Stats Affected,Yes,6,88.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,1.0,23.5,45,50,4480,Medium Fast,0,0,1,0
876,Tadbulb,938tadbulbOwn Tempo9,938,tadbulb,61,31,41,59,35,45,76,104,137,72,94,electric,,Own Tempo,3,Damage Modification,Yes,9,50.0,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,0.4,190,50,2560,Medium Fast,0,0,0,0
877,Taillow,276taillowGuts3,276,taillow,40,55,30,30,30,85,140,115,100,85,60,normal,flying,Guts,3,Conditional Power Boosts,Yes,3,50.2,49.8,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.3,2.3,200,50,1920,Medium Slow,0,0,0,0
878,Talonflame,663talonflameFlame Body6,663,talonflame,78,81,71,74,69,126,207,200,218,152,143,fire,flying,Flame Body,3,Status Affected,No,6,50.0,50.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,1.2,24.5,45,50,1920,Medium Slow,0,0,1,0
879,Tandemaus,924tandemausRun Away9,924,tandemaus,50,50,45,40,45,75,125,115,140,95,85,normal,,Run Away,3,Miscellaneous,No,9,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3,1.8,150,50,1280,Fast,0,0,0,0
880,Tangela,114tangelaChlorophyll1,114,tangela,65,55,115,100,40,60,115,160,220,170,140,grass,,Chlorophyll,3,Stats Affected,Yes,1,50.2,49.8,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,45,50,2560,Medium Fast,0,0,0,0
881,Tangrowth,465tangrowthChlorophyll4,465,tangrowth,100,100,125,110,50,50,150,160,275,225,160,grass,,Chlorophyll,3,Stats Affected,Yes,4,50.2,49.8,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,128.6,30,50,2560,Medium Fast,0,0,1,0
882,Tapu Bulu,787tapubuluGrassy Surge7,787,tapubulu,70,130,115,85,95,75,205,160,280,245,180,grass,fairy,Grassy Surge,7,Miscellaneous,Yes,7,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,1.9,45.5,3,50,1920,Slow,0,1,1,0
883,Tapu Fini,788tapufiniMisty Surge7,788,tapufini,70,75,115,95,130,85,160,180,315,190,225,water,fairy,Misty Surge,7,Miscellaneous,Yes,7,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.3,21.2,3,50,1920,Slow,0,1,1,0
884,Tapu Koko,785tapukokoElectric Surge7,785,tapukoko,70,115,85,95,75,130,245,225,230,200,170,electric,fairy,Electric Surge,7,Miscellaneous,Yes,7,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.8,20.5,3,50,1920,Slow,0,1,1,0
885,Tapu Lele,786tapulelePsychic Surge7,786,tapulele,70,85,75,130,115,95,180,225,260,160,245,psychic,fairy,Psychic Surge,7,Miscellaneous,Yes,7,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.2,18.6,3,50,1920,Slow,0,1,1,0
886,Tarountula,917tarountulaInsomnia9,917,tarountula,35,41,45,29,40,20,61,49,120,86,69,bug,,Insomnia,3,Damage Modification,Yes,9,50.0,50.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,4.0,255,50,1920,Erratic,0,0,0,0
887,Tatsugiri,978tatsugiriCommander9,978,tatsugiri,68,50,60,120,95,82,132,202,223,110,215,dragon,water,Commander,9,Miscellaneous,Yes,9,50.0,50.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0.3,8.0,100,50,4480,Medium Slow,0,0,1,0
888,Tauros,128taurosIntimidate1,128,tauros,75,100,95,40,70,110,210,150,240,195,110,normal,fire,Intimidate,3,Stats Affected,No,1,100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,115.0,45,50,2560,Slow,0,0,1,0
889,Teddiursa,216teddiursaPickup2,216,teddiursa,60,80,50,50,50,40,120,90,160,130,100,normal,,Pickup,3,Miscellaneous,No,2,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,8.8,120,50,2560,Medium Fast,0,0,0,0
890,Tentacool,72tentacoolClear Body1,72,tentacool,40,40,35,50,100,70,110,120,175,75,150,water,poison,Clear Body,3,Stats Affected,Yes,1,50.0,50.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.9,45.5,190,50,2560,Slow,0,0,0,0
891,Tentacruel,73tentacruelClear Body1,73,tentacruel,80,70,65,80,120,100,170,180,265,135,200,water,poison,Clear Body,3,Stats Affected,Yes,1,50.0,50.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.6,55.0,60,50,2560,Slow,0,0,1,0
892,Tepig,498tepigBlaze5,498,tepig,65,63,45,45,45,45,108,90,155,108,90,fire,,Blaze,3,Conditional Power Boosts,Yes,5,88.0,12.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.5,9.9,45,50,2560,Medium Slow,0,0,0,0
893,Terapagos,1024terapagosTera Shift9,1024,terapagos,90,65,85,65,85,60,125,125,260,150,150,normal,,Tera Shift,9,Form Changes,Yes,9,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2,6.5,255,50,640,Slow,0,1,1,0
894,Terrakion,639terrakionJustified5,639,terrakion,91,129,90,72,90,108,237,180,271,219,162,rock,fighting,Justified,5,Stats Affected,Yes,5,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,2.0,1.9,260.0,3,35,10240,Slow,0,1,1,0
895,Thievul,828thievulRun Away8,828,thievul,70,58,58,87,92,90,148,177,220,116,179,dark,,Run Away,3,Miscellaneous,No,8,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.2,19.9,127,50,1920,Fast,0,0,1,0
896,Throh,538throhGuts5,538,throh,120,100,85,30,85,45,145,75,290,185,115,fighting,,Guts,3,Conditional Power Boosts,Yes,5,100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.3,55.5,45,50,2560,Medium Fast,0,0,1,0
897,Thundurus,642thundurusPrankster5,642,thundurus,79,115,70,125,80,111,226,236,229,185,205,electric,flying,Prankster,5,Status Affected,No,5,100.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.5,61.0,3,90,15360,Slow,0,1,1,0
898,Thwackey,811thwackeyOvergrow8,811,thwackey,70,85,70,55,60,80,165,135,200,155,115,grass,,Overgrow,3,Conditional Power Boosts,Yes,8,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,14.0,45,50,2560,Medium Slow,0,0,0,0
